d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,label
-21.45102946053806,-11.060730164136233,-32.32967473073693,-15.327969729494075,-22.637021572882176,-26.586921292382705,-20.207820180845427,-27.766100427010983,-20.43857517923812,-23.519840959488867,1
-15.048964855877252,-4.324538337053673,-21.326054321851906,-15.586502839679564,-13.916968598641898,-23.091472383799953,-18.497441503161916,-26.655610685543486,-18.678147864119364,-23.261246453684823,1
-4.356165355434243,-18.44444206894229,-11.799152554122754,-8.38135865859098,-10.709379313071437,-30.725360394165673,-6.998488553353809,-28.177245186552025,-13.518094586992754,-29.22617947306315,0
-18.880567870325955,-27.90257466692805,-20.95700916156426,-23.120427428869444,-21.91848399285674,-14.675306551534582,-20.17028303563163,-12.932372217086622,-16.44737169350894,-2.9256631648309672,9
-22.435183347102132,-30.258434507795126,-24.213830359003815,-28.21856121564377,-28.73891566957105,-6.469998509536037,-22.118618860956264,-14.417360933909617,-17.345607755608576,-18.881906814498223,5
-13.553881420252733,-30.46096498820968,-11.030204972847349,-24.668568914918428,-14.233343832053047,-28.73353558368474,-12.60704558954436,-36.877842100771545,-23.432421868880024,-29.41021288574002,2
-20.764737514846143,-23.672196557378026,-25.901806977514045,-21.808875064497506,-22.125552540581605,-12.206840790970183,-20.406892475334697,-5.525971334232914,-15.325937788123104,-15.71628241230591,7
-10.445581077204713,-11.220662525893404,-14.03921089773832,-4.824632817394622,-12.675306192291332,-13.9785423191787,-13.023391407627752,-19.291920394170692,-10.872006087306781,-18.10567870808133,3
-25.116371470373213,-32.83435337868308,-17.488747826751524,-23.701078165518137,-13.94255840883579,-36.12683011749447,-17.29643919271884,-46.86360837387466,-31.002897800149295,-41.06244039180509,4
-9.103010440399977,-18.290610026231136,-9.884899696132159,-12.376032714548607,-17.16288012084376,-31.36725445393233,-8.643089922265299,-26.51054542436438,-15.336223045078553,-33.43865923175778,6
-42.160059030429544,-51.77660548896244,-48.91401210079792,-43.06529358180591,-48.20362234388318,-7.6022588185189015,-44.6524016866588,-39.57139240290927,-34.8192607108801,-31.472541527918075,5
-23.68108868392554,-26.26096236122321,-24.865811923155714,-21.123927724235276,-26.789944012792063,-13.08917555145345,-25.323486409581047,-4.176297349161062,-17.448578041122232,-16.385159529027078,7
-11.719413084512357,-2.367807606951501,-16.483055630200035,-9.389075168972044,-10.809859136361597,-23.025678288458383,-12.569680482281502,-22.20554863718578,-14.44735466345753,-21.63621340252273,1
-10.70660974861892,-19.19470877623197,-6.9934578551765,-11.817631138658143,-7.99334767611756,-24.284699894577294,-4.192695274529517,-28.613201574115585,-16.422796606001786,-22.984674696923463,6
-20.832294437607935,-16.182122645525414,-25.775968409628202,-20.934099699477144,-22.177270457174817,-30.6133490721532,-24.974913207398448,-34.171557512321044,-26.36051512880023,-28.236432657422977,1
-10.210599419732036,-15.512019139315875,-16.146857336034167,-10.936475622076571,-11.887010321349084,-20.68130668749632,-9.971667717564637,-20.994010070846766,-8.880427214272096,-13.7748620158111,4
-18.744491122628443,-24.786743681461544,-18.583270164936916,-25.013342743620427,-20.717408370674214,-14.839799164302827,-18.86351242508393,-7.495899579365943,-14.441797463400423,-4.807318978124867,9
-16.73798468749506,-23.04109672409729,-18.921765817286246,-16.962634489281765,-19.43745853690914,-25.896220130072262,-19.286134138539815,-27.155000716259106,-5.918599892559636,-21.018874358193557,8
-15.097752001259122,-1.9202818064311538,-21.48209548008392,-15.275277181289184,-15.321118306923813,-20.334584336327076,-19.196717422145078,-26.455586325603033,-17.630883192027568,-20.965171430599973,1
-13.572801659795061,-20.940857829428495,-7.302264316941691,-14.064298552190769,-7.9239880780857055,-22.95287530789378,-8.620118637297981,-26.75604854508303,-16.37757485113934,-23.19823953082746,2
-13.041577835627738,-21.212528461066036,-10.465568121563216,-16.60911231078714,-6.631827608184143,-27.454629974985984,-10.06007968794998,-35.85104147866736,-16.94571075753292,-28.794380051141026,4
-16.405603179607443,-21.2654686996758,-18.324056960697728,-23.54648305128462,-21.50972723054844,-17.404389752714245,-14.176697144777494,-15.671046952135205,-7.3659316643657355,-26.112308233745264,8
-20.839316822487934,-23.678725470523652,-22.1089255957428,-26.570111832230516,-20.664668204843167,-15.339429879467472,-19.32097551242011,-15.78817457468035,-19.920395648002028,-1.210396248155328,9
-11.909762105555053,-17.072533077633974,-8.569292092798571,-14.103191723921912,-4.592479240491938,-22.22975415839131,-8.072198701012208,-27.4852081558389,-12.71362004641264,-21.482580825834837,4
-13.875974049694605,-6.852284171310961,-20.374599686773983,-11.653498001104337,-14.400532575128993,-24.089214592900525,-16.733248872383825,-24.078050771261218,-17.597692239323475,-21.493639884655593,1
-10.738470818151903,-17.144552204449596,-8.463185867358803,-8.303955774752062,-7.894746474776566,-18.85765539227931,-4.9194490274180795,-24.735457203610252,-10.16912002948685,-23.492614820769983,6
-15.137944795855173,-18.665561826626337,-19.373582796194757,-3.7312544310698312,-14.55456383092251,-20.949494620790386,-15.540141364552502,-21.902938477299493,-16.21432134353209,-22.312745120091527,3
-12.409866481453646,-19.259509005435948,-16.77967646881313,-9.304373896859781,-8.1612774351838,-22.51056246841147,-7.516780349136855,-24.78954085277427,-11.504083009056512,-24.27037564503865,4
-10.815454761008711,-15.09220630563704,-5.435042119515077,-12.522397646150802,-4.341342928118183,-25.44926229278368,-8.269237221266412,-28.897975961629765,-14.704059589821311,-23.075598547857798,2
-7.946861743988989,-11.38368219198763,-3.393522818884045,-9.1000014751329,-3.478020105277996,-20.623409615384038,-6.988428460948307,-23.996116049531267,-11.34131612634428,-19.93977833474835,2
-7.62391314596418,-12.293026478440273,-6.17530878626276,-6.786030596488727,-9.591644819962964,-8.34804515409297,-8.618783913822874,-7.215034888552221,-9.222252970527332,-10.177837885824946,2
-7.03282277633818,-14.456159226379926,-14.828058367158329,-6.817932660221149,-8.574944831617517,-24.097397344694123,-6.66035531470333,-21.736165733219632,-11.378900984583359,-20.713554905570444,6
-14.064983339413049,-23.452195821417945,-10.327681624778137,-21.75771723621797,-6.7844534724158985,-25.555749917961208,-10.403986878029748,-35.632116339474756,-17.61184075699605,-31.061459455919085,4
-38.46113762167555,-41.47607881917524,-40.11634609101663,-32.100366367275335,-38.141133329565726,-16.970157256617142,-34.36564899230447,-15.636930033057011,-28.417584929292506,-28.25308479159979,7
-21.262444179562298,-22.3721611273879,-24.028772986902485,-19.736893259498057,-20.750525795340497,-11.335780788727075,-20.749429788725024,-5.8089165298031915,-13.876371614867232,-14.728830183970834,7
-13.428917428007686,-20.41972467029046,-17.997679322785423,-3.325026641830459,-16.98207660651275,-23.472093404747632,-16.075371861826344,-23.195429201485048,-18.81415549044396,-21.91053052853724,3
-21.116461616398535,-26.949546628938855,-22.545339002901763,-25.721405912784455,-22.555712417171527,-11.784362376333247,-20.67315301096608,-11.24017929497984,-17.60273911080348,-3.71811360077686,9
-10.298109547889895,-15.177954865413774,-10.557340367895685,-10.122104652220754,-12.076653351614008,-25.84843087862461,-11.394252741074348,-25.02805316124753,-17.00482867661235,-21.047513028062355,3
-25.019448737109144,-32.85122829433492,-28.76973689673704,-33.383538134584214,-26.262876673291608,-18.757008215561836,-24.130807483105936,-20.198152463149324,-21.37678401789902,-4.053083478047263,9
-14.526888684328073,-27.93778904372952,-14.322259800278422,-19.878279289453758,-16.379945502854227,-38.935769559769064,-12.075766444462936,-32.280419996199164,-17.188097053500147,-34.720085046206385,0
-13.016820229712573,-25.173243604010068,-19.670502740629523,-26.50783309187306,-20.588966082480095,-29.573759790166577,-16.39152975129993,-33.79381242340867,-1.3226460886392943,-33.28001521335914,8
-18.892396327076746,-33.815735460745046,-13.697393167850532,-24.448479381880794,-11.465206800724502,-30.758216875959548,-15.239569934816473,-38.8157349735538,-23.883549692699077,-40.58894987423714,2
-14.540845692152576,-16.408518063079143,-18.207891906302258,-8.35844075932919,-21.63587773406713,-25.3020879892129,-15.140825863104812,-25.808998903882003,-18.035296171965186,-21.699682601060044,3
-13.961202274189644,-13.39862841428461,-13.033572089937856,-15.385822100368431,-15.059439591257636,-23.0782968836318,-8.704674192203212,-22.990066605354706,-4.494608541040456,-16.661469092271016,8
-11.848050990456658,-25.64276846610506,-7.136335856227223,-19.7726729492919,-11.543270664798614,-25.523876972584965,-10.182190492065038,-32.03404245239619,-20.86235203063037,-31.490822339217736,2
-24.46272980808021,-27.72797161088258,-26.15872048491803,-24.508016107482455,-27.04182833869674,-13.450256064932736,-24.577020450301706,-6.120266439871491,-23.007627763521562,-15.272706128060909,7
-24.65087138502995,-27.87010186099461,-25.873093564035383,-26.69876604320794,-29.630085039386927,-4.254439783145725,-23.938107862877278,-16.98488642933496,-15.973281045142986,-17.806613819431217,5
-29.617977415133176,-28.834156710374195,-30.15530842652654,-26.10087408490219,-33.26953067624794,-8.142581978588174,-31.578398526989872,-15.704334517467816,-20.226565584993377,-29.075842930808726,5
-12.151819602399453,-16.079829737757674,-10.19468498514337,-5.483404473314023,-5.575193077330826,-19.692546220197325,-9.496290245563547,-18.18287130679997,-11.20410003690559,-21.151180207759595,3
-13.291398260800863,-16.91753241322349,-5.60469209027667,-12.585099695665848,-6.150910559744505,-29.88386855948634,-12.419413249155003,-33.75033572914357,-13.405191926546454,-28.379849215897618,2
-23.523040377846396,-26.580947526932842,-27.822889206853066,-24.138882873394355,-26.791591408428545,-15.20153160745133,-25.463808883604056,-1.3459648808035642,-17.23949215207712,-19.192639066722446,7
-30.70369768607271,-40.65765644477221,-36.7429922676721,-30.745954127437834,-38.230484448078464,-15.031467063141333,-31.787586408027035,-16.772871157416727,-24.633898920881872,-26.232608618810964,5
-5.405159860510667,-13.796783794310086,-11.014370727928055,-8.695127137530998,-12.912832460833354,-17.959026986967377,-4.648266871050064,-23.647305359494453,-14.12377803413954,-18.6936501924372,0
-4.984308822615082,-10.472025782409414,-3.308947868385817,-6.387902573060207,-6.622694489653687,-17.12999267741563,-4.469457511705091,-15.35879129805159,-6.939180783442445,-17.00329353702257,2
-19.771284581683744,-22.472225219673653,-20.83289753290908,-20.101779604060898,-22.728503072540914,-11.657179436155483,-21.770067352827027,-4.815271878188941,-14.47166300367412,-10.19804040543576,7
-17.531076406469232,-17.140818924610965,-21.553587147685757,-12.29460218474913,-10.92858442095759,-25.31937883018496,-16.563371040651674,-27.117364505528027,-17.207299267955317,-23.697887354390907,1
-3.8802132345905718,-18.134167267255222,-8.63348711892854,-17.10771884204751,-17.521039069474753,-23.4206537754849,-6.740728152875636,-25.331894136444205,-9.43597505999172,-31.517241196736954,0
-21.183681295949437,-25.418503396254074,-24.816623422353587,-24.607450871834345,-23.61700974359404,-4.243054848305773,-19.81167200578479,-12.567512882448746,-17.86455715233159,-16.52710852574418,5
-14.837516315417334,-22.856530355687873,-10.088994418975055,-18.67355825046461,-7.488244056257655,-27.425713374831297,-7.229295376833688,-35.20631945287541,-16.99853824006156,-26.934214531467525,4
-10.751061563623196,-12.946281080955734,-6.960826946547939,-9.33565153623581,-5.505458532005209,-21.1506141898933,-10.96097682916217,-27.38094674829701,-10.360292602378596,-23.315651564614047,4
-24.289711716317825,-28.845656399257066,-26.124156462459744,-21.282002780953096,-27.3747804437945,-13.132477121931084,-23.51181615272105,-4.084602844053234,-18.92426317006976,-15.644659769673781,7
-5.244465172489572,-16.10404197929386,-11.428867428582313,-10.261781690667563,-15.150355696218675,-22.878505800521406,-7.720133258490342,-22.116038619273485,-14.256945883082613,-23.967299824362314,0
-52.184042981443184,-67.18027914616191,-47.74556332157721,-45.4042849191714,-49.85428084895909,-26.168989400637034,-46.61535487718161,-33.403350997842495,-33.09283540676927,-45.513957363500374,8
-17.823716054665773,-28.90214285886232,-21.490064960427592,-21.88694934342008,-26.88865506760713,-4.96914809622418,-19.772342700946623,-16.806698028463178,-13.834614889221537,-16.59600514478136,5
-8.019279762751216,-21.164418535615162,-13.863697547439562,-14.632354379588994,-17.83166174928592,-30.559226046430187,-12.38108086528151,-31.49710933027922,-16.84481829510435,-34.7158271137704,0
-9.966495793878966,-20.00108307135415,-13.079327011841992,-3.492814022234051,-14.45775406858691,-24.697029519148522,-12.072062825026306,-26.881209759229307,-15.084275173167807,-24.22185521781454,3
-18.578899320623368,-4.438202896091691,-25.439646487738955,-13.593395227699975,-18.474837544574317,-19.867915283280595,-21.625856628419797,-27.401461766557954,-18.910529540805765,-19.770275683583833,1
-29.08644399965416,-34.121190914393225,-31.908926645074803,-28.442004425877833,-30.600095154956286,-14.70092506783717,-27.248638534110242,-8.352207205745447,-24.43099457194775,-19.822712166950225,7
-20.49503159580406,-24.652613641710122,-20.259455920092577,-27.21779654216153,-23.445203984985906,-10.413609649993683,-19.76364448109991,-9.741781306683047,-17.231032649944172,-5.358348749296732,9
-13.802245773349222,-19.23828405849189,-9.12859548502655,-13.474328612116881,-5.075863073223052,-27.533838123057848,-11.766371599313505,-33.81387484989996,-14.169472773083253,-27.4266203573933,4
-22.54938514903708,-20.686063512765656,-21.68689789203751,-17.18863459688276,-16.49801513545347,-11.005818545568296,-17.134543987441823,-18.507479451477497,-20.031627562726047,-4.21271671578478,9
-11.022799790845736,-20.66190881015263,-9.9936433293524,-13.60804830247358,-7.470092209645641,-25.94545363169111,-6.0873017895455845,-32.92791571066382,-13.01733854532309,-26.964973314912143,6
-13.026035318951376,-22.204302559627905,-9.931395871549235,-19.864903599218394,-4.575987256853249,-25.551937889855832,-8.866619560997169,-31.298538450101756,-16.976910077046455,-25.00218178775138,4
-11.95723155698087,-18.96741067797362,-9.999497199451179,-9.4784537385501,-8.728801928831349,-24.527201339463925,-7.8840618850159405,-32.32618224604047,-11.076060167794594,-30.51575393419586,4
-14.861859117274674,-26.621443095451458,-22.429391732205474,-16.201458208338686,-23.46371027702426,-33.32224738595081,-13.966458212105133,-39.55883506670303,-22.841579902932946,-36.34227035290949,2
-19.557641084600196,-25.924753960791534,-12.68158741089979,-25.918582187795735,-6.721308102865924,-34.355415603145275,-14.229496846771113,-42.70568173365303,-19.894894306773203,-28.17477373803452,4
-11.591662083362824,-17.66072362884354,-17.793554788426526,-4.8155960538859786,-14.236108039916195,-25.648612566586586,-13.176993348663526,-24.805818945573353,-16.690700711737055,-22.595054204978574,3
-17.81384729785061,-18.34951087596132,-19.994250270217456,-6.140168217574118,-21.409404120616802,-23.292729087065513,-20.118466418044115,-29.156395821371287,-19.253757106022256,-22.69546577300542,3
-12.068665145445058,-16.387054629733136,-20.149973704502862,-7.6436069379084675,-18.218273745934425,-18.933652872311722,-13.453675431140725,-25.16837692940993,-13.259496501932933,-21.553132934771078,3
-11.954924092415775,-16.74983162882992,-5.719760190903894,-16.448604718027457,-7.467169970559719,-26.77574135918213,-9.321257049136058,-28.40603685137576,-17.823558915106375,-21.47567802513894,2
-13.214027763414327,-22.901096817753153,-7.580405375954932,-17.631921076934685,-14.29925996890045,-24.15397070920483,-11.153351151479596,-30.143250109515783,-21.96544349169282,-30.56075248827736,2
-15.190719793752764,-28.77735105146348,-13.216859368415282,-19.10850991205291,-14.555468715761686,-30.878209807315898,-9.410772032130444,-36.481618946850105,-19.46515133710884,-34.50372995563613,6
-15.35770645122632,-28.518902855582013,-24.30220748799698,-20.138731653390405,-23.33056402244003,-29.235631699746726,-16.888179094927526,-32.34120111698443,-23.205210014459574,-29.78387708927194,0
-8.469082925768896,-22.29951496679846,-16.464311559877185,-13.580393208990868,-17.295574865236116,-31.395532829926662,-11.561829650925878,-34.90693516202669,-17.9331224184474,-38.25772464314582,0
-9.220272174189756,-4.006918369954624,-15.63110396274518,-7.025033738302489,-8.66619157384633,-17.828131599146175,-11.048487220365248,-18.64210118094286,-12.979226586856925,-15.52514487221693,1
-15.641362367909702,-15.11744510521898,-17.08361422758356,-2.968000121784358,-14.900843315487862,-24.8511873865354,-18.89193823838009,-24.094991856685663,-17.2533342440611,-23.66790812154259,3
-15.582347608683271,-28.634886318059085,-12.83309375379621,-19.1132919858697,-7.377416097040132,-27.362448749936252,-7.929742294471933,-35.44881154227313,-18.86882787978242,-30.51111319516427,4
